11,1,26,15,7,2.142857142857143,11,3,1,1,2,11,9,6,12,14,1,0,0
11,2,28,15,8,1.875,9,3,1,1,3,12,9,6,12,15,1,0,0
11,3,36,16,12,1.3333333333333333,8,4,1,2,3,12,15,12,12,11,1,0,-1
11,4,32,16,11,1.4545454545454546,10,4,1,3,3,6,13,11,12,13,1,0,-2
11,5,35,17,12,1.4166666666666667,11,5,1,1,3,10,14,12,14,15,1,0,0
11,6,33,16,12,1.3333333333333333,11,6,1,1,2,8,14,12,14,15,1,0,0
11,7,35,17,10,1.7,12,4,2,1,2,15,12,11,15,15,1,0,1
11,8,31,16,10,1.6,10,4,1,2,3,10,12,10,13,14,1,0,-1
12,1,54,17,16,1.0625,5,0,3,1,1,24,27,27,5,3,1,0,2
12,2,46,14,15,0.9333333333333333,3,2,3,1,2,24,25,23,4,5,1,0,2
12,3,37,14,13,1.0769230769230769,5,3,3,1,1,8,20,21,7,5,1,0,2
12,4,38,13,15,0.8666666666666667,5,5,2,1,2,13,22,21,5,3,1,0,1
12,5,40,13,14,0.9285714285714286,3,3,3,2,2,15,23,22,3,5,1,0,1
12,6,40,14,14,1.0,6,3,2,1,2,12,23,24,5,5,1,0,1
12,7,40,15,15,1.0,8,4,3,1,2,6,24,23,4,5,1,0,2
12,8,41,15,16,0.9375,8,4,3,1,2,11,22,23,3,4,1,1,2
13,1,35,15,10,1.5,8,2,2,2,2,12,17,16,6,5,1,0,0
13,2,39,15,11,1.3636363636363635,6,1,3,2,2,8,22,23,5,6,1,0,1
13,3,37,14,12,1.1666666666666667,3,2,3,1,3,15,20,18,3,5,1,0,2
13,4,36,14,11,1.2727272727272727,5,2,2,2,2,13,20,18,4,5,1,0,0
13,5,35,13,9,1.4444444444444444,5,1,3,3,3,17,17,17,3,5,1,0,0
13,6,35,15,10,1.5,7,0,1,2,3,12,17,16,5,7,1,0,-1
13,7,32,16,8,2.0,8,0,2,1,2,7,16,14,5,6,1,0,1
13,8,39,16,12,1.3333333333333333,8,1,2,2,3,12,20,20,4,5,1,0,0
14,1,45,15,12,1.25,5,3,2,2,2,33,10,7,11,12,1,1,0
14,2,43,17,13,1.3076923076923077,5,2,1,1,1,20,10,9,13,17,1,1,0
14,3,38,16,13,1.2307692307692308,5,3,2,1,2,14,10,7,12,13,1,2,1
14,4,44,17,15,1.1333333333333333,6,4,1,2,2,20,13,9,11,15,1,1,-1
14,5,47,18,15,1.2,6,4,2,2,1,23,14,8,12,14,1,1,0
14,6,51,20,15,1.3333333333333333,7,1,1,2,1,23,15,12,12,15,1,2,-1
14,7,41,16,16,1.0,5,5,1,1,2,10,13,11,12,14,1,1,0
14,8,43,18,14,1.2857142857142858,6,3,1,2,2,14,12,9,13,16,1,1,-1
15,1,31,13,11,1.1818181818181819,9,4,3,2,2,5,16,17,9,6,1,0,1
15,2,34,14,11,1.2727272727272727,7,3,2,3,1,13,14,14,10,7,1,0,-1
15,3,31,13,11,1.1818181818181819,8,4,2,1,2,7,14,16,8,6,1,0,1
15,4,32,13,10,1.3,8,3,3,2,2,9,16,17,11,7,1,0,1
15,5,32,14,10,1.4,7,3,3,3,2,9,13,14,10,7,1,0,0
15,6,30,13,11,1.1818181818181819,7,5,2,2,2,11,14,14,8,6,1,0,0
15,7,31,13,11,1.1818181818181819,7,4,1,1,1,8,14,13,10,7,1,0,0
15,8,29,13,10,1.3,9,4,3,1,2,10,14,15,8,7,1,0,2
16,1,37,14,11,1.2727272727272727,3,0,3,0,1,11,12,13,9,7,1,1,3
16,2,41,15,11,1.3636363636363635,5,0,2,3,0,18,13,13,7,7,1,2,-1
16,3,42,16,13,1.2307692307692308,4,0,2,2,1,13,16,15,9,7,1,1,0
16,4,43,17,12,1.4166666666666667,4,0,2,2,1,9,15,14,8,9,1,1,0
16,5,39,15,11,1.3636363636363635,3,0,2,2,1,13,13,12,9,7,1,1,0
16,6,36,15,10,1.5,3,0,2,1,1,9,12,11,8,8,1,1,1
16,7,39,13,12,1.0833333333333333,2,0,3,0,1,13,17,14,6,6,1,2,3
16,8,37,15,11,1.3636363636363635,5,0,4,1,1,6,13,13,8,6,1,2,3
17,1,26,13,11,1.1818181818181819,9,1,1,0,1,13,9,11,4,4,1,0,1
17,2,28,16,13,1.2307692307692308,14,2,2,0,2,2,11,12,6,6,1,0,2
17,3,29,17,13,1.3076923076923077,15,2,2,0,2,2,11,12,7,7,1,0,2
17,4,29,15,13,1.1538461538461537,12,4,1,0,1,9,12,13,6,7,1,0,1
17,5,26,14,13,1.0769230769230769,13,4,1,0,2,3,11,13,6,5,1,0,1
17,6,29,15,14,1.0714285714285714,13,4,1,0,2,9,12,12,5,4,1,0,1
17,7,26,14,12,1.1666666666666667,12,2,1,0,2,7,10,12,5,4,1,0,1
17,8,26,14,12,1.1666666666666667,12,2,1,0,1,5,11,12,5,5,1,0,1
21,1,64,15,17,0.8823529411764706,0,4,4,4,1,50,16,15,19,20,1,1,0
21,2,51,15,16,0.9375,0,4,2,2,2,25,14,11,17,17,1,0,0
21,3,39,13,14,0.9285714285714286,0,3,2,2,1,10,11,11,14,15,1,1,0
21,4,42,15,12,1.25,2,2,2,3,1,21,8,9,15,16,1,1,-1
21,5,44,14,16,0.875,0,3,2,2,1,7,13,13,16,17,1,1,0
21,6,50,16,14,1.1428571428571428,1,2,3,3,0,33,12,9,15,16,1,1,0
21,7,43,13,16,0.8125,0,3,2,2,0,10,13,12,13,16,1,1,0
21,8,40,15,13,1.1538461538461537,0,3,1,2,1,12,8,8,13,16,1,1,-1
22,1,37,14,10,1.4,4,1,1,1,0,18,10,10,14,13,1,1,0
22,2,41,17,10,1.7,7,0,1,2,1,17,9,8,18,15,1,1,-1
22,3,33,14,9,1.5555555555555556,6,0,2,2,1,10,10,10,15,12,1,1,0
22,4,37,15,10,1.5,5,0,2,2,1,16,8,8,15,12,1,1,0
22,5,34,14,9,1.5555555555555556,4,0,1,1,1,11,7,7,16,13,1,1,0
22,6,35,15,10,1.5,5,0,2,2,1,10,9,8,15,12,1,2,0
22,7,36,14,9,1.5555555555555556,5,0,3,2,1,13,9,10,16,15,1,1,1
22,8,47,17,12,1.4166666666666667,4,1,3,3,1,31,11,10,17,14,1,1,0
23,1,30,14,12,1.1666666666666667,10,0,2,1,2,4,15,15,7,7,1,0,1
23,2,34,16,14,1.1428571428571428,7,1,1,1,2,12,14,14,6,6,1,0,0
23,3,32,15,13,1.1538461538461537,8,1,3,1,2,12,14,13,6,6,1,0,2
23,4,30,14,13,1.0769230769230769,8,1,2,0,2,5,13,14,6,5,1,0,2
23,5,34,16,12,1.3333333333333333,10,1,1,1,1,16,13,14,9,8,1,0,0
23,6,31,15,12,1.25,7,2,1,1,2,12,13,13,8,6,1,0,0
23,7,33,16,13,1.2307692307692308,10,1,1,1,1,11,13,13,7,7,1,0,0
23,8,32,14,13,1.0769230769230769,8,2,2,1,2,12,15,15,7,7,1,0,1
24,1,51,17,13,1.3076923076923077,5,3,2,2,2,37,10,11,17,18,1,1,0
24,2,43,17,11,1.5454545454545454,6,2,2,2,2,22,9,7,17,18,1,1,0
24,3,35,15,12,1.25,5,4,1,2,2,11,10,7,14,16,1,1,-1
24,4,35,15,11,1.3636363636363635,5,3,1,2,2,12,8,7,13,15,1,1,-1
24,5,36,16,11,1.4545454545454546,6,2,1,1,2,12,8,6,15,16,1,1,0
24,6,36,15,11,1.3636363636363635,5,3,1,2,2,18,9,5,13,13,1,1,-1
24,7,43,17,13,1.3076923076923077,5,1,3,2,1,20,8,7,16,16,1,1,1
24,8,56,18,15,1.2,2,2,3,3,0,40,10,9,15,16,1,1,0
25,1,47,15,14,1.0714285714285714,2,2,4,2,1,14,18,19,9,8,1,1,2
25,2,39,14,12,1.1666666666666667,5,2,4,2,1,10,16,16,8,7,1,1,2
25,3,34,12,10,1.2,5,1,3,2,1,11,14,13,6,7,1,1,1
25,4,41,13,13,1.0,5,3,4,2,1,20,18,17,6,6,1,1,2
25,5,42,14,14,1.0,2,2,3,1,2,8,21,20,7,6,1,0,2
25,6,41,13,12,1.0833333333333333,4,1,3,2,1,13,17,18,8,6,1,1,1
25,7,43,13,13,1.0,2,2,3,3,1,23,16,17,6,6,1,1,0
25,8,41,14,13,1.0769230769230769,3,1,3,1,1,10,17,17,7,5,1,1,2
26,1,29,15,13,1.1538461538461537,13,7,2,1,4,5,13,13,10,10,1,0,1
26,2,29,14,12,1.1666666666666667,10,7,2,1,4,12,10,11,10,9,1,0,1
26,3,30,15,12,1.25,12,6,3,1,4,14,10,11,11,10,1,0,2
26,4,26,15,12,1.25,13,8,2,1,4,5,10,10,10,10,1,0,1
26,5,25,14,10,1.4,12,5,2,1,4,5,10,10,10,10,1,0,1
26,6,28,15,13,1.1538461538461537,12,8,2,1,4,5,11,11,10,10,1,0,1
26,7,27,15,12,1.25,13,7,2,1,4,5,11,11,9,9,1,0,1
26,8,27,15,12,1.25,12,8,2,1,4,7,9,10,11,10,1,0,1
27,1,53,16,12,1.3333333333333333,3,0,4,3,0,32,17,13,10,14,1,2,1
27,2,45,16,9,1.7777777777777777,3,0,2,4,0,26,9,10,12,14,1,1,-2
27,3,43,16,9,1.7777777777777777,3,1,2,3,1,23,11,11,12,15,1,2,-1
27,4,50,17,10,1.7,5,0,2,3,1,32,12,11,12,12,1,1,-1
27,5,50,17,11,1.5454545454545454,3,0,3,2,0,29,14,12,12,15,1,1,1
27,6,41,16,10,1.6,5,1,2,4,2,18,11,10,10,14,1,1,-2
27,7,39,14,9,1.5555555555555556,4,1,2,2,1,21,10,11,9,12,1,1,0
27,8,47,18,11,1.6363636363636365,6,2,2,4,2,23,13,12,12,17,1,2,-2
31,1,32,12,15,0.8,1,1,0,0,1,11,17,17,1,3,1,0,0
31,2,33,12,15,0.8,0,1,0,0,1,17,17,17,1,2,1,0,0
31,3,30,11,15,0.7333333333333333,0,2,1,0,2,9,17,17,1,2,1,0,1
31,4,30,14,15,0.9333333333333333,2,1,0,0,2,6,14,15,1,2,1,0,0
31,5,31,14,15,0.9333333333333333,3,1,0,0,2,10,15,15,1,2,1,0,0
31,6,31,13,15,0.8666666666666667,1,2,0,0,1,11,15,16,1,3,1,0,0
31,7,30,13,15,0.8666666666666667,1,1,0,0,2,8,15,16,1,2,1,0,0
31,8,30,14,15,0.9333333333333333,2,1,0,0,2,8,15,15,2,2,1,0,0
32,1,40,14,17,0.8235294117647058,1,1,1,0,1,26,18,18,2,2,1,0,1
32,2,26,11,13,0.8461538461538461,2,1,0,0,1,1,15,16,3,1,1,0,0
32,3,30,13,16,0.8125,3,4,0,0,2,5,15,17,3,2,1,0,0
32,4,30,12,14,0.8571428571428571,2,1,0,0,1,11,14,16,3,2,1,0,0
32,5,35,13,16,0.8125,0,1,0,0,2,19,18,18,2,1,1,0,0
32,6,31,14,15,0.9333333333333333,1,1,0,0,2,12,15,15,2,2,1,0,0
32,7,31,14,14,1.0,2,0,0,0,1,10,13,16,3,2,1,0,0
32,8,28,14,14,1.0,2,1,0,0,2,6,13,14,2,1,1,0,0
33,1,34,2,17,0.11764705882352941,0,0,2,0,4,0,34,34,2,2,2,0,2
33,2,31,2,16,0.125,0,1,2,0,4,0,31,31,2,2,2,0,2
33,3,32,2,16,0.125,0,0,2,0,4,0,32,32,2,2,2,0,2
33,4,32,2,16,0.125,0,0,2,0,4,0,32,32,2,2,2,0,2
33,5,32,2,16,0.125,0,0,2,0,4,0,32,32,2,2,2,0,2
33,6,28,2,14,0.14285714285714285,0,0,2,0,4,0,28,28,2,2,2,0,2
33,7,32,2,16,0.125,0,0,2,0,4,0,32,32,2,2,2,0,2
33,8,30,2,15,0.13333333333333333,0,0,2,0,4,0,30,30,2,2,2,0,2
34,1,52,12,18,0.6666666666666666,0,1,3,0,4,13,38,39,3,3,2,0,3
34,2,49,13,17,0.7647058823529411,2,1,3,0,3,6,36,36,2,3,2,0,3
34,3,49,14,17,0.8235294117647058,0,1,1,0,3,9,34,34,2,3,2,0,1
34,4,43,14,16,0.875,3,2,1,0,4,4,30,30,2,3,2,0,1
34,5,47,15,16,0.9375,3,1,1,0,3,9,31,32,2,4,2,0,1
34,6,49,14,17,0.8235294117647058,1,1,1,0,4,11,34,34,2,3,2,0,1
34,7,50,14,17,0.8235294117647058,1,2,1,0,4,16,33,33,3,3,2,0,1
34,8,51,14,17,0.8235294117647058,1,1,1,0,4,16,35,34,3,3,2,0,1
35,1,49,11,17,0.6470588235294118,0,3,1,0,4,18,34,33,3,3,2,0,1
35,2,50,13,18,0.7222222222222222,1,3,1,0,3,12,34,36,3,2,2,0,1
35,3,44,15,15,1.0,1,1,1,0,2,11,27,28,4,2,2,0,1
35,4,47,14,17,0.8235294117647058,1,3,1,0,3,8,32,32,4,3,2,0,1
35,5,47,15,17,0.8823529411764706,3,2,1,0,4,4,33,33,3,3,2,0,1
35,6,45,15,16,0.9375,3,2,1,0,3,5,30,31,4,2,2,0,1
35,7,48,13,17,0.7647058823529411,1,3,1,0,3,16,32,32,3,2,2,0,1
35,8,48,14,17,0.8235294117647058,1,2,1,0,4,13,32,33,3,2,2,0,1
36,1,48,18,16,1.125,16,0,2,1,6,12,27,27,8,9,1,0,1
36,2,49,17,17,1.0,14,1,2,1,5,14,28,28,8,8,1,0,1
36,3,46,16,16,1.0,14,0,2,2,6,12,27,27,8,10,1,0,0
36,4,47,14,16,0.875,10,0,2,0,5,17,26,27,5,4,1,0,2
36,5,49,17,16,1.0625,13,0,2,0,5,16,28,27,6,8,1,0,2
36,6,50,19,17,1.1176470588235294,17,1,2,4,6,11,28,28,11,11,1,0,-2
36,7,48,17,16,1.0625,14,0,2,3,5,15,27,27,9,10,1,0,-1
36,8,49,18,16,1.125,15,0,2,2,6,14,26,27,9,8,1,0,0
37,1,42,10,19,0.5263157894736842,0,2,4,0,3,11,19,19,4,6,2,0,4
37,2,40,10,18,0.5555555555555556,0,2,1,0,4,14,14,14,3,3,2,0,1
37,3,39,10,17,0.5882352941176471,0,1,4,0,2,6,17,15,5,7,2,0,4
37,4,38,8,18,0.4444444444444444,0,2,5,0,4,8,17,18,4,5,1,0,5
37,5,37,9,16,0.5625,0,1,3,0,4,9,12,13,5,6,2,0,3
37,6,45,12,18,0.6666666666666666,1,1,4,1,3,17,15,15,7,7,2,0,3
37,7,40,11,17,0.6470588235294118,0,0,2,1,4,9,11,13,5,6,2,0,1
37,8,42,10,17,0.5882352941176471,0,1,4,0,3,17,12,13,7,5,2,0,4
